installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,state,zip_code,utility_service_territory,third_party_owned,installer_name,tracking,ground_mounted,azimuth_1,tilt_1,module_manufacturer_1,module_model_1,module_quantity_1,technology_module_1,efficiency_module_1,inverter_manufacturer_1,inverter_model_1,output_capacity_inverter_1,inverter_loading_ratio,battery_rated_capacity_kWh,price_per_watt
07-05-2013,6.867,36069,10264,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,270,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-6000m [240v],6,,,5.252512014
07-05-2013,5.232,27367,8866,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,20,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-5000m [240v],5,,,5.230695719
13-05-2013,6.86,28357,11115,RES_SF,CA,92201,imperial irrigation district,,Rgs Energy,0,,220,19,"CSI Solar Co., Ltd.",CS6P-245M,,Mono-c-Si,0.15818852,SMA America,sb6000us [240v],6,,,4.133673469
13-05-2013,7.848,41202,12058,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,90,4,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.25
21-05-2013,11.445,60069,19210,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,215,23,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-10001f [240v],9.995,,,5.248492792
21-05-2013,13.08,68670,22057,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr 11401f [240v],11.4,,,5.25
21-05-2013,5.52,26218,8926,RES_SF,CA,92211,imperial irrigation district,,Renova Energy,0,,120,20,Sharp,ND-240QCJ,,Multi-c-Si,0.14722481,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.749637681
22-05-2013,5.28,19129.56,7882,RES_SF,CA,92243,imperial irrigation district,,Unleash Solar,0,,282,19,"CSI Solar Co., Ltd.",CS6P-240P,,Multi-c-Si,0.15496019,KACO,blueplanet 5002xi [240v],5,,,3.623022727
30-05-2013,12.426,65182,18542,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,270,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.245614035
30-05-2013,6.12,27540,9918,RES_SF,CA,92211,imperial irrigation district,,Sunx Solar,0,,125,23,-1,-1,,-1,,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.5
13-06-2013,7.848,41202,12607,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,240,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.25
13-06-2013,5,26250,8034,RES_SF,CA,92201,imperial irrigation district,,Planet Solar,0,,177,14,Mage Solar,Powertec Plus 250/6 ML,,Mono-c-Si,0.15273751,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.25
13-06-2013,15.696,80050,24759,RES_SF,CA,92270,imperial irrigation district,,Renova Energy,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.100025484
25-06-2013,3.5,12950,1559,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,180,23,Trina Solar,TSM-250PD05.05,,Multi-c-Si,0.15447785,ABB,pvi-3.0-outd-s-us-a [240v],3,,,3.7
26-06-2013,10.08,46080,15075,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,86,19,SunPower,SPR-315NE-WHT-D,,Mono-c-Si,0.19316693,Fronius USA,ig plus v 10.0 [240v],10,,,4.571428571
26-06-2013,6.37,32487,8988,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,90,4,Trina Solar,TSM-245PA05.18,,Multi-c-Si,0.15138829,SMA America,sb5000us [240v],5,,,5.1
26-06-2013,3.38,22578,4987,RES_SF,CA,92253,imperial irrigation district,,Swan Solar,0,,100,19,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,SunPower,spr-4000m [240v],4,,,6.679881657
02-07-2013,5.92,45180,12180.42,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,Mitsubishi Electric,PV-UD185MF5,,Multi-c-Si,0.13378923,SMA America,sb5000us [240v],5,,,7.631756757
05-07-2013,12.8,57600,20184,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,178,18,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,Fronius USA,ig plus v 11.4 [240v],11.4,,,4.5
23-07-2013,5,11040.31,5287,RES_SF,CA,92227,imperial irrigation district,,Self,0,,179,5,Helios USA,6T 250,,Mono-c-Si,0.15031265,SMA America,sb6000us [240v],6,,,2.208062
24-07-2013,23.544,141264,29250,RES_SF,CA,92243,imperial irrigation district,,West Coast Solar Socal,0,,180,23,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr 11401f [240v],11.4,,,6
25-07-2013,4.9,24990,7913,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,209,19,Trina Solar,TSM-245PA05.18,,Multi-c-Si,0.15138829,Power-One,pvi-6000-outd-us [240v],6,,,5.1
25-07-2013,10.56,68640,15384,RES_SF,CA,92201,imperial irrigation district,,Desert Solar,0,,270,19,Sharp,ND-240QCJ,,Multi-c-Si,0.14722481,SMA America,sb5000us [240v],5,,,6.5
25-07-2013,4.32,22032,6190,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,91,26,Trina Solar,TSM-240PA05,,Multi-c-Si,0.14829874,Power-One,pvi-3.6-outd-s-us [240v],3.6,,,5.1
25-07-2013,19.62,106700,29250,RES_SF,CA,92253,imperial irrigation district,,Hot Purple Energy,0,,170,10,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr 11401f [240v],11.4,,,5.438328236
30-07-2013,3.64,15215.2,1456,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,180,17,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,SMA America,sb3000tl-us-22 [240v],3.05,,,4.18
30-07-2013,5.98,22600,2513,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,180,15,"CSI Solar Co., Ltd.",CS6P-260M,,Mono-c-Si,0.16787353,SolarEdge Technologies Ltd.,se6000 [240v],5.99,,,3.779264214
30-07-2013,3.5,14630,1457,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,181,18,Motech Industries,IM60B3-250-wxxyzz,,Multi-c-Si,0.15273705,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
31-07-2013,6.75,31050,10808,RES_SF,CA,92201,imperial irrigation district,,Hot Purple Energy,0,,225,19,Mage Solar USA,Powertec Plus 250/6 MNCS,,Mono-c-Si,0.15618557,SunPower,spr-6501f [240v],6.5,,,4.6
31-07-2013,6.21,37500,10041,RES_SF,CA,92253,imperial irrigation district,,Hot Purple Energy,0,,180,19,SunPower,SPR-230NE-BLK-D,,Mono-c-Si,0.18487528,SunPower,spr-7501f [240v],7.5,,,6.038647343
31-07-2013,19.947,100732,29250,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,271,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr 11401f [240v],11.4,,,5.049982454
08-08-2013,15.86,73128,27312,RES_SF,CA,92236,imperial irrigation district,,Al Hernandez,0,,180,30,China Sunergy (Nanjing),CSUN260-60M,,Mono-c-Si,0.16013797,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.610844893
08-08-2013,7.65,38134,10415,RES_SF,CA,92201,imperial irrigation district,,Mohr Power Solar,0,,181,11,AU Optronics,PM250MA0_255,,Mono-c-Si,0.15827332,AU Optronics,pm250ma0_255,0.225,,,4.984836601
08-08-2013,10,41461,15707,RES_SF,CA,92201,imperial irrigation district,,United Solar Energy,0,,180,5,Centrosolar America,E250B,,Multi-c-Si,0.15517117,Fronius USA,ig plus a 6.0 [240v],6,,,4.1461
08-08-2013,8.32,37752,14328,RES_SF,CA,92236,imperial irrigation district,,Al Hernandez,0,,180,30,China Sunergy (Nanjing),CSUN260-60M,,Mono-c-Si,0.16013797,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.5375
08-08-2013,12,50717,18654,RES_SF,CA,92210,imperial irrigation district,,Desert Energy Solutions,0,,227,14,"CSI Solar Co., Ltd.",CS6P-250M,,Mono-c-Si,0.16141686,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.226416667
13-08-2013,3.5,12950,1559,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,180,23,Trina Solar,TSM-250PD05.05,,Multi-c-Si,0.15447785,ABB,pvi-3.0-outd-s-us-a [240v],3,,,3.7
13-08-2013,5.886,25898.4,2156,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,89,23,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-5000m [240v],5,,,4.4
14-08-2013,13.734,73000,22920,RES_SF,CA,92241,imperial irrigation district,,Hot Purple Energy,0,,180,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-6501f [240v],6.5,,,5.315275957
14-08-2013,14.715,77273,25005,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.251308189
14-08-2013,14.715,76518,25424,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.2
14-08-2013,15.9,78400,6520,RES_SF,CA,92253,imperial irrigation district,,Desert Solar,0,,180,10,Upsolar,UP-M265M-B,,Mono-c-Si,0.16288847,Altenergy Power System Inc.,yc500a [240v],0.5,,,4.93081761
22-08-2013,18.639,95321,28614,RES_SF,CA,92247,imperial irrigation district,,Planet Solar,0,,190,13,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-6000-outd-us [240v],6,,,5.114061913
22-08-2013,11.445,60086,17493,RES,CA,92203,imperial irrigation district,,Renova Energy,0,,180,0,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-10001f [240v],9.995,,,5.249978156
22-08-2013,20.928,104652,35035,RES_MF,CA,92236,imperial irrigation district,,Renova Energy,0,,150,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Fronius USA,ig plus v 10.0 [240v],10,,,5.000573394
22-08-2013,11.445,60039,18172,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-10001f [240v],9.995,,,5.24587156
28-08-2013,3.64,15215.2,1508,RES_SF,CA,92250,imperial irrigation district,,Sungevity,0,,179,19,Suniva,OPT260-60-4-1B0,,Mono-c-Si,0.16495997,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,4.18
29-08-2013,10.976,57624,18726,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,180,15,SunPower,SPR-343J-WHT-D,,Mono-c-Si,0.21033731,Fronius USA,ig plus v 10.0 [240v],10,,,5.25
29-08-2013,13.08,71560,19626,RES_SF,CA,92253,imperial irrigation district,,Sunpro Solar,0,,270,20,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-6000-outd-us [240v],6,,,5.470948012
29-08-2013,9.156,47000,12394,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,270,14,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-3.6-outd-s-us [240v],3.6,,,5.133245959
29-08-2013,18.76,90000,28974,RES_SF,CA,92253,imperial irrigation district,,Urban Energy,0,,152,22,Maxeon Solar Technologies Ltd.,SPR-X21-335-BLK,,Mono-c-Si,0.20552148,Power-One,pvi-6000-outd-us-a [240v],6,,,4.797441365
29-08-2013,8.085,28997.8,14084,RES_SF,CA,92203,imperial irrigation district,,Sundogca,0,,180,25,"CSI Solar Co., Ltd.",CS6P-245M,,Mono-c-Si,0.15818852,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,3.586617192
04-09-2013,7.848,41202,12864,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,180,14,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7000m [240v],7,,,5.25
04-09-2013,8.82,44982,14813,RES_SF,CA,92211,imperial irrigation district,,Tesla,0,,152,22,Trina Solar,TSM-245PA05.18,,Multi-c-Si,0.15138829,Fronius USA,ig plus a 7.5 [240v],7.5,,,5.1
04-09-2013,9.8,40500,15462,RES_SF,CA,92253,imperial irrigation district,,Lexcomm,0,,180,17,Mage Solar,Powertec Plus 245/6 PL,,Multi-c-Si,0.15089923,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.132653061
04-09-2013,8.64,42336,12748,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,270,18,Trina Solar,TSM-240PA05,,Multi-c-Si,0.14829874,Power-One,pvi-3.0-outd-s-us [240v],3,,,4.9
04-09-2013,11.772,63000,18068,RES_SF,CA,92253,imperial irrigation district,,Planet Solar,0,,180,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-6000-outd-us [240v],6,,,5.351681957
10-09-2013,5.46,20424,2412,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,15,"CSI Solar Co., Ltd.",CS6P-260M,,Mono-c-Si,0.16787353,SolarEdge Technologies Ltd.,se5000 [240v],4.99,,,3.740659341
10-09-2013,3.36,13238.4,1384,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,181,15,Motech Industries,IM60B2-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,3.94
11-09-2013,7.5,36000,12057,RES_SF,CA,92270,imperial irrigation district,,Tesla,0,,180,19,Trina Solar,TSM-250PA05.18,,Multi-c-Si,0.15447785,Fronius USA,ig plus a 7.5 [240v],7.5,,,4.8
11-09-2013,5.88,28812,9371,RES_SF,CA,92241,imperial irrigation district,,Tesla,0,,188,18,Yingli Energy (China),YL245P-29b,,Multi-c-Si,0.1499847,SolarEdge Technologies Ltd.,se6000 [240v],5.99,,,4.9
11-09-2013,5.76,29376,9443,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,197,22,Trina Solar,TSM-240PA05,,Multi-c-Si,0.14829874,SMA America,sb5000us [240v],5,,,5.1
19-09-2013,10.83,45486,22191.4,RES,CA,92274,imperial irrigation district,,Sunvalley Solar,0,,180,18,Baoding Tianwei Solarfilms,TWSF-aSi-95W-1,,Thin Film,0.066433564,PV Powered,pvp4800,4.8,,,4.2
19-09-2013,3.6,18360,5987,RES_SF,CA,92211,imperial irrigation district,,Tesla,0,,212,23,Trina Solar,TSM-240PA05,,Multi-c-Si,0.14829874,Power-One,pvi-3.0-outd-s-us [240v],3,,,5.1
19-09-2013,15.68,79968,23092,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,30,18,Trina Solar,TSM-245PA05.18,,Multi-c-Si,0.15138829,Power-One,pvi-6000-outd-us [240v],6,,,5.1
19-09-2013,8.28,55000,13145,RES_SF,CA,92203,imperial irrigation district,,Socal Solar Energy,0,,181,14,American Solar Wholesale,ASW-230P,,Multi-c-Si,0.14080197,SMA America,sb8000us [240v],7.6,,,6.642512077
02-10-2013,3.5,12950,1343,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,90,18,Trina Solar,TSM-250PD05.05,,Multi-c-Si,0.15447785,ABB,pvi-3.0-outd-s-us-a [240v],3,,,3.7
02-10-2013,5.28,20803.2,1944,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,269,15,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-5000-outd-us [240v],5,,,3.94
03-10-2013,6.867,38000,10212,RES_SF,CA,92236,imperial irrigation district,,Burke Electric,0,,270,18,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,Power-One,pvi-6000-outd-us [240v],6,,,5.533711956
03-10-2013,4.86,21870,8177,RES_SF,CA,92210,imperial irrigation district,,Sunx Solar,0,,202,22,-1,-1,,-1,,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.5
09-10-2013,10,49200,16545,RES_SF,CA,92253,imperial irrigation district,,Planet Solar,0,,180,16,Mage Solar USA,Powertec Plus 250/6 MNBS,,Mono-c-Si,0.15329449,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.92
09-10-2013,9.6,45000,15549,RES_SF,CA,92201,imperial irrigation district,,Lexcomm,0,,185,13,Mage Solar USA,Powertec Plus 240/6 PL,,Multi-c-Si,0.146628,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.6875
09-10-2013,7.65,28574.41,12075,RES_SF,CA,92270,imperial irrigation district,,Aaa Solar Source,0,,270,15,-1,-1,,-1,,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,3.735216993
16-10-2013,6.867,30214,2846,RES_SF,CA,92251,imperial irrigation district,,Sungevity,0,,180,23,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-6000-outd-us-a [240v],6,,,4.399883501
17-10-2013,6.76,29163,11229,RES,CA,92201,imperial irrigation district,,Driven Electric,0,,163,18,LG Electronics Inc.,LG260S1K-G3,,Mono-c-Si,0.1600792,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.314053254
17-10-2013,17.15,83755,25992,RES_SF,CA,92253,imperial irrigation district,,Verengo,0,,180,0,Yingli Energy (China),YL245P-29b,,Multi-c-Si,0.1499847,Power-One,pvi-5000-outd-us [240v],5,,,4.883673469
17-10-2013,17.15,85750,24068,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,192,18,Trina Solar,TSM-245PA05.18,,Multi-c-Si,0.15138829,Fronius USA,ig plus v 10.0 [240v],10,,,5
24-10-2013,5.28,20803.2,1944,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,269,15,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-5000-outd-us [240v],5,,,3.94
24-10-2013,7.175,32788,11661,RES_SF,CA,92227,imperial irrigation district,,Aaa Solar Source,0,,163,14,Westinghouse Solar,WLW-235-1-AC2-D-B,,Multi-c-Si,0.14512086,Enphase Energy Inc.,m190-72-240-sxx (-na),0.19,,,4.569756098
24-10-2013,8.175,30607,3581,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,30,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-4.2-outd-s-us-a [240v],4.2,,,3.743975535
30-10-2013,5.886,27369,2610,RES_SF,CA,92249,imperial irrigation district,,Sungevity,0,,179,16,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SMA America,sb6000tl-us-22 [240v],6,,,4.649847095
31-10-2013,6.867,35365,11166,RES_SF,CA,92211,imperial irrigation district,,Renova Energy,0,,200,19,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SMA America,sb6000us [240v],6,,,5.149992719
31-10-2013,35,115604.51,56696,RES_MF,CA,92201,imperial irrigation district,,Tiger Electric,0,,180,10,Renesola America,JC250M-24/Bx-b,,Multi-c-Si,0.15366837,Renesola Zhejiang,replus-250a,0.22,,,3.302986
06-11-2013,5.886,23249,2593,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SMA America,sb6000tl-us-22 [240v],6,,,3.949881074
07-11-2013,10.464,52320,16737,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,180,21,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SunPower,spr-10001f [240v],9.995,,,5
07-11-2013,9.88,45000,15618,RES_SF,CA,92203,imperial irrigation district,,Lexcomm,0,,165,18,-1,-1,,-1,,Enphase Energy Inc.,m250-60-2ll-s2x (-zc) (-na) [240v],0.24,,,4.55465587
07-11-2013,3.92,19208,5572,RES_SF,CA,92241,imperial irrigation district,,Tesla,0,,180,12,Yingli Energy (China),YL245P-29b,,Multi-c-Si,0.1499847,Power-One,pvi-3.0-outd-s-us [240v],3,,,4.9
07-11-2013,8.25,30486,13157,RES_SF,CA,92253,imperial irrigation district,,Sundogca,0,,225,18,"CSI Solar Co., Ltd.",CS6P-250P,,Multi-c-Si,0.16141686,SMA America,sb7000us [240v],7,,,3.695272727
14-11-2013,8.775,33725,13335,RES_SF,CA,92253,imperial irrigation district,,Desert Power,0,,180,5,Scheuten Solar USA,P6-60U-225W,,Multi-c-Si,0.1392569,SMA America,sb8000us [240v],7.6,,,3.843304843
15-11-2013,3.5,12950,1343,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,90,18,Trina Solar,TSM-250PD05.05,,Multi-c-Si,0.15447785,ABB,pvi-3.0-outd-s-us-a [240v],3,,,3.7
26-11-2013,3.27,16350,4921,RES_SF,CA,92211,imperial irrigation district,,Renova Energy,0,,90,22,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,Power-One,pvi-3.0-outd-s-us [240v],3,,,5
26-11-2013,12,50000,20015,RES_SF,CA,92201,imperial irrigation district,,Planet Solar,0,,182,18,Mage Solar USA,Powertec Plus 250/6 MNBS,,Mono-c-Si,0.15329449,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.166666667
26-11-2013,7.848,48023,13304,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,14,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SunPower,spr-7000m [240v],7,,,6.119138634
05-12-2013,11.27,55223,18535,RES_MF,CA,92253,imperial irrigation district,,Tesla,0,,188,18,"CSI Solar Co., Ltd.",CS6P-245P,,Multi-c-Si,0.15818852,SMA America,sb7000us [240v],7,,,4.9
05-12-2013,10.464,51274,17732,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,180,15,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SunPower,spr-10001f [240v],9.995,,,4.900038226
05-12-2013,10.05,53768,16784,RES_SF,CA,92253,imperial irrigation district,,Hot Purple Energy,0,,160,18,Maxeon Solar Technologies Ltd.,SPR-X21-335-BLK,,Mono-c-Si,0.20552148,SunPower,spr-10001f [240v],9.995,,,5.350049751
11-12-2013,18.105,85274.55,26252,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,181,15,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-5000-outd-us-a [240v],5,,,4.71
11-12-2013,11.445,57225,18125,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,180,14,SunPower,SPR-E20-327,,Mono-c-Si,0.2006135,SunPower,spr-10001f [240v],9.995,,,5
11-12-2013,7.35,27050,12601,RES_SF,CA,92253,imperial irrigation district,,Verengo,0,,180,20,Yingli Energy (China),YL245P-29b,,Multi-c-Si,0.1499847,Power-One,pvi-6000-outd-us [240v],6,,,3.680272109
12-12-2013,11.772,62392.2,18278,RES_SF,CA,92253,imperial irrigation district,,Planet Solar,0,,270,15,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SunPower,spr-7501f [240v],7.5,,,5.300050968
12-12-2013,6.9,34355,3081,RES_SF,CA,92203,imperial irrigation district,,Paramount Energy,0,,180,19,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,SMA America,sb6000tl-us-22 [240v],6,,,4.978985507
19-12-2013,10,55000,16462,RES_SF,CA,92253,imperial irrigation district,,Planet Solar,0,,180,18,Mage Solar USA,Powertec Plus 250/6 MNS,,Mono-c-Si,0.15329449,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.5
09-01-2014,7,34214.07,11717,RES_SF,CA,92253,imperial irrigation district,,Helio Power,0,,180,15,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-M250MG,,Multi-c-Si,0.15460396,SolarEdge Technologies Ltd.,se6000 [240v],5.99,,,4.887724286
09-01-2014,17.5,83125,27685,RES_SF,CA,92270,imperial irrigation district,,Planet Solar,0,,180,15,Mage Solar USA,Powertec Plus 250/6 MNS,,Mono-c-Si,0.15329449,Enphase Energy Inc.,m215-60-2ll-s2x-na,0.215,,,4.75
09-01-2014,9.156,49500,15685,RES_SF,CA,92203,imperial irrigation district,,Planet Solar,0,,204,18,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-6000-outd-us [240v],6,,,5.406290957
13-01-2014,4.32,17020.8,1773,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,14,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.6-outd-s-us [240v],3.6,,,3.94
13-01-2014,3.36,13238.4,1220,RES_SF,CA,92281,imperial irrigation district,,Sungevity,0,,270,19,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,3.94
13-01-2014,3.57,14065.8,1372,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,89,18,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,3.94
13-01-2014,5.28,20803.2,1944,RES_SF,CA,92227,imperial irrigation district,,Sungevity,0,,269,15,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-5000-outd-us [240v],5,,,3.94
13-01-2014,3.36,13238.4,1331,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,181,14,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,3.94
13-01-2014,3.36,13238.4,1227,RES_SF,CA,92251,imperial irrigation district,,Sungevity,0,,91,19,Motech Industries,IM60B2-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,3.94
15-01-2014,19.947,88756,29250,RES_SF,CA,92201,imperial irrigation district,,Planet Solar,0,,210,18,SunPower,SPR-327NE-WHT-D,,Mono-c-Si,0.20052566,Power-One,pvi-6000-outd-us [240v],6,,,4.449591417
28-01-2014,3.57,14065.8,1342,RES_SF,CA,92274,imperial irrigation district,,Sungevity,0,,270,13,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,SMA America,sb3000tl-us-22 [240v],3.05,,,3.94
28-01-2014,3.36,13238.4,1172,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,269,18,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.0-outd-s-us [240v],3,,,3.94
28-01-2014,5.355,21098.7,1964,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,269,13,Motech Industries,IM60D3-255-wxxyzz,,Multi-c-Si,0.15579179,Power-One,pvi-5000-outd-us-a [240v],5,,,3.94
28-01-2014,5.28,20803.2,2068,RES_SF,CA,92231,imperial irrigation district,,Sungevity,0,,180,19,Motech Industries,IM60D3-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-5000-outd-us [240v],5,,,3.94
28-01-2014,3.36,13238.4,1384,RES_SF,CA,92243,imperial irrigation district,,Sungevity,0,,181,15,Motech Industries,IM60B2-240-wxxyzz,,Multi-c-Si,0.14662756,Power-One,pvi-3.0-outd-s-us-a [240v],3,,,3.94
