installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,state,zip_code,utility_service_territory,third_party_owned,installer_name,tracking,ground_mounted,azimuth_1,tilt_1,module_manufacturer_1,module_model_1,module_quantity_1,technology_module_1,efficiency_module_1,inverter_manufacturer_1,inverter_model_1,output_capacity_inverter_1,inverter_loading_ratio,battery_rated_capacity_kWh,price_per_watt
04-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
05-11-2009,5.07,36736,9319.69,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
06-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
06-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
06-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
06-11-2009,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
10-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
17-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
18-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
19-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
19-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
19-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
20-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
20-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
20-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
23-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
25-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
30-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 pos,2.7,,,7.607051282
07-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
08-12-2009,6.75,51085.7,16361.85,RES_SF,CA,92210,imperial irrigation district,,Sequoia Solar,0,,180,30,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,7.568251852
09-12-2009,6.75,43466,16361.85,RES_SF,CA,92210,imperial irrigation district,,Sequoia Solar,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,6.439407407
09-12-2009,9.9,68719.09,23872.4,RES_SF,CA,92210,imperial irrigation district,,Sequoia Solar,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-5000m [240v],5,,,6.941322222
10-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
10-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
11-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
14-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
14-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
17-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
17-12-2009,5.4,43160,13089.5,RES_SF,CA,92247,imperial irrigation district,,Solar Distributors,0,,140,15,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,7.992592593
18-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-12-2009,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
22-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
22-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
22-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
22-12-2009,3.12,23734,6245.69,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
23-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
23-12-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
23-12-2009,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
29-12-2009,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
29-12-2009,7.2,53070,16575.25,RES_SF,CA,92210,imperial irrigation district,,Solar Distributors,0,,180,18,Solar Power (SPI),SP200FPA2,,Multi-c-Si,0.13761593,"OutBack Power Technologies, Inc.",gvfx3648,3.037,,,7.370833333
31-12-2009,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
01-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
01-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
01-01-2010,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
01-01-2010,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
01-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
01-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
01-01-2010,5.07,36736,9319.69,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
01-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
01-01-2010,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
04-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
04-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
04-01-2010,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
07-01-2010,13.76,90414,30971.94,RES_SF,CA,92253,imperial irrigation district,,Sunwize Technologies,0,,180,18,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIP-215NKHA6,,Mono-c-Si,0.17246635,SMA America,sb6000us [240v],6,,,6.570784884
08-01-2010,8.19,47205.03,17969.7,RES_SF,CA,92253,imperial irrigation district,,Sequoia Solar,0,,180,18,Kyocera Solar,KD210GX-LPU,,Multi-c-Si,0.14141414,SMA America,sb7000us [240v],7,,,5.763739927
11-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-01-2010,4.4,28391.93,9955.53,RES_SF,CA,92240,imperial irrigation district,,Bill Daily,0,,180,18,Suntech Power,STP200-18/UB-1,,Multi-c-Si,0.13622494,PV Powered,pvp4800,4.8,,,6.452711364
26-01-2010,40,234001.125,86411.52,RES,CA,92274,imperial irrigation district,,Mj Wilson Contractors,0,,180,18,GE Energy,GEPVp-200-M,,Multi-c-Si,0.13728862,Yaskawa Solectria Solar,pvi 5000s [208v],4.4,,,5.850028125
27-01-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
02-02-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
04-02-2010,5.72,42044,12651.34,RES_SF,CA,92260,imperial irrigation district,,Renova Energy,0,,180,18,Siliken Canada,SLK60P6L BLK/WHT 220Wp,,Multi-c-Si,0.13550135,Enphase Energy Inc.,m190-72-240-sxx (-na),0.19,,,7.35034965
09-02-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
10-02-2010,8.4,46116,18545.74,RES_SF,CA,92211,imperial irrigation district,,Helio Power,0,,180,18,Canadian Solar Inc.,CS6P-200PE,,Multi-c-Si,0.12433821,SMA America,sb7000us [240v],7,,,5.49
16-02-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
19-02-2010,5.46,41028,11853.84,RES_SF,CA,92203,imperial irrigation district,,Solar Energy Exchange,0,,180,18,-1,-1,,-1,,SMA America,sb3000us [240v],3,,,7.514285714
03-03-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
10-03-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
15-03-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
31-03-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
01-04-2010,4.4,24138.81,9724.92,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,Canadian Solar Inc.,CS6P-200PE,,Multi-c-Si,0.12433821,SMA America,sb4000us [240v],4,,,5.486093182
01-04-2010,3.51,25679,6823.16,RES_SF,CA,92201,imperial irrigation district,,Sunpower,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.315954416
01-04-2010,4.4,24138.81,9724.92,RES_SF,CA,92203,imperial irrigation district,,Helio Power,0,,180,18,Canadian Solar Inc.,CS6P-200PE,,Multi-c-Si,0.12433821,SMA America,sb4000us [240v],4,,,5.486093182
09-04-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
14-04-2010,16.25,79625,5909,RES,CA,92253,imperial irrigation district,,Tesla,0,,296,18,Trina Solar,TSM-250PA05.18,,Multi-c-Si,0.15447785,Fronius USA,ig plus v 11.4 [240v],11.4,,,4.9
14-04-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 pos,2.7,,,7.607051282
21-04-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,270,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-04-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-04-2010,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
10-05-2010,9,52699,20360.6,RES_SF,CA,92201,imperial irrigation district,,Sungevity,0,,180,18,"CSI Solar Co., Ltd.",CS5A-180M,,Mono-c-Si,0.14088972,KACO,blueplanet 3502xi [240v],3.5,,,5.855444444
09-06-2010,9.89,118689,22528.26,RES_SF,CA,92247,imperial irrigation district,,Kent Salveson,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,SMA America,sb6000us [240v],6,,,12.00091001
29-06-2010,11.16,89600,24915.07,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,SUNGEN International,SGM-180D,,Mono-c-Si,0.14259143,PV Powered,pvp5200,5.2,,,8.028673835
29-06-2010,9.6,56528.99,21834.8,RES_MF,CA,92247,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS6P-240M,,Mono-c-Si,0.15496019,SMA America,sb8000us [240v],7.6,,,5.888436458
20-07-2010,12.6,87570.69,28893.8,RES_SF,CA,92247,imperial irrigation district,,Helio Power,0,,180,18,SunPower,SPR-315E-WHT-D,,Mono-c-Si,0.19316693,SMA America,sb7000us [240v],7,,,6.950054762
20-07-2010,16.1,113317.19,37010.26,RES_SF,CA,92210,imperial irrigation district,,Helio Power,0,,180,18,SunPower,SPR-230-WHT-U,,Mono-c-Si,0.18487528,SMA America,sb8000us [240v],7.6,,,7.038334783
11-08-2010,9.66,110670,21658.73,RES_SF,CA,92201,imperial irrigation district,,Kent Salveson,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,Xantrex Technology,gt2.5-na-ds-240,2.5,,,11.45652174
11-08-2010,5.52,57600,12244.75,RES_SF,CA,92201,imperial irrigation district,,Kent Salveson,0,,180,30,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,SMA America,swr2500u [240v],2.5,,,10.43478261
11-08-2010,4.6,36800,8736.2,RES_SF,CA,92247,imperial irrigation district,,United Solar Energy,0,,180,18,Bosch Solar Energy,c-Si M 60-230-16,,Mono-c-Si,0.15323117,PV Powered,pvp3000,3,,,8
15-09-2010,7.38,47970,16218.8,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,SUNGEN International,SGM-180D,,Mono-c-Si,0.14259143,PV Powered,pvp2500,2.5,,,6.5
09-11-2010,9.5,47524.88,20467.2,RES_SF,CA,92211,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS5A-190M,,Mono-c-Si,0.14871693,SMA America,sb8000us [240v],7.6,,,5.002618947
21-12-2010,8.46,50754,19022.52,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,180,18,Sharp,NU-U235F1,,Mono-c-Si,0.14415763,Yaskawa Solectria Solar,pvi 4000s [240v],4.02,,,5.99929078
21-12-2010,6.72,82400,16449.89,RES_SF,CA,92210,imperial irrigation district,,Kent Salveson,0,,180,30,Solon,Solon Blue XT 280,,Multi-c-Si,0.15512465,SMA America,sb8000us [240v],7.6,,,12.26190476
21-12-2010,7.2,55200,16373.76,RES_SF,CA,92211,imperial irrigation district,,Suntrek Industries,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,7.666666667
21-12-2010,9.66,98400,22580.38,RES_SF,CA,92201,imperial irrigation district,,Kent Salveson,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,SMA America,sb8000us-12 [240v],7.6,,,10.1863354
13-01-2011,5.04,35692,11614.2,RES_SF,CA,92211,imperial irrigation district,,Sunwize Technologies,0,,180,18,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIT-N210A01,,Mono-c-Si,0.16840418,Fronius USA,ig plus a 5.0 [240v],5,,,7.081746032
06-04-2011,7.59,51000,14762,RES_SF,CA,92241,imperial irrigation district,,Solar Energy,0,,180,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SMA America,sb7000us [240v],7,,,6.719367589
10-05-2011,3.6,25700,7405.2,RES_SF,CA,92201,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-3000m [240v],3,,,7.138888889
11-05-2011,6.75,34425,12680.8,RES_SF,CA,92247,imperial irrigation district,,Sea Bright Solar,0,,180,34,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-6000m [240v],6,,,5.1
20-06-2011,16.104,77789,31949,RES_SF,CA,92253,imperial irrigation district,,Sun Best Solar,0,,180,18,Samsung SDI,LPC244SM-08,,Mono-c-Si,0.15243712,Fronius USA,ig plus a 7.5 [240v],7.5,,,4.830414804
20-06-2011,7.755,40698,15052.4,RES_SF,CA,92253,imperial irrigation district,,Solalite Coachella Valley,0,,180,18,Schott Solar,Poly 235,,Multi-c-Si,0.14044902,Enphase Energy Inc.,d380-72-240-s1x,0.38,,,5.247969052
22-06-2011,5.52,48210,11737,RES_SF,CA,92253,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-230-WHT-U,,Mono-c-Si,0.18487528,SunPower,spr-5000m [240v],5,,,8.733695652
22-06-2011,7.425,44476,14592.6,RES_SF,CA,92253,imperial irrigation district,,Stellar Solar,0,,180,18,Mitsubishi Electric,PV-UJ225GA6,,Multi-c-Si,0.13652481,SunPower,spr-7000m [240v],7,,,5.99003367
22-06-2011,7.425,44550,15584.8,RES_SF,CA,92247,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,6
22-06-2011,6.44,48300,12729,RES_SF,CA,92251,imperial irrigation district,,Tesla,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,PV Powered,pvp3500,3.5,,,7.5
30-06-2011,2.88,23950,5324,RES_SF,CA,92251,imperial irrigation district,,Solar West,0,,180,18,"Phono Solar Technology Co., Ltd.",PS240M-20/U,,Mono-c-Si,0.14752163,SMA America,sb3800us [240v],4.05,,,8.315972222
01-07-2011,3.36,22600,7558.38,RES_SF,CA,92283,imperial irrigation district,,Mac Electric,0,,180,18,Sharp,NU-U240F1,,Mono-c-Si,0.14722481,SMA America,sb4000us [240v],4,,,6.726190476
05-07-2011,10.34,60727,20086,RES_SF,CA,92211,imperial irrigation district,,Rgs Energy,0,,180,18,Kyocera Solar,KD235GX-LPB,,Multi-c-Si,0.14805743,SMA America,sb7000us [240v],7,,,5.873017408
05-07-2011,8.052,47507,16214,RES_SF,CA,92211,imperial irrigation district,,Sun Best Solar,0,,180,18,Samsung SDI,LPC244SM-08,,Mono-c-Si,0.15243712,Fronius USA,ig plus a 7.5 [240v],7.5,,,5.900024839
05-07-2011,4.6,27128,9244.4,RES_SF,CA,92201,imperial irrigation district,,Sun Best Solar,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig 4000 pos,4,,,5.897391304
18-07-2011,6.66,46620,15996.2,RES_SF,CA,92247,imperial irrigation district,,Progressive Energy Solutions,0,,180,18,Schuco USA,MPE 185 MS 05,,Mono-c-Si,0.14491165,Enphase Energy Inc.,d380-72-240-s1x,0.38,,,7
18-07-2011,11.04,71760,21320.2,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,PV Powered,pvp4800,4.8,,,6.5
27-07-2011,6.344,38952,12850.2,RES_SF,CA,92210,imperial irrigation district,,Sunwize Technologies,0,,180,18,Samsung SDI,LPC244SM-08,,Mono-c-Si,0.15243712,Fronius USA,ig plus a 6.0 [240v],6,,,6.139974779
27-07-2011,8.46,43333.45,15754.2,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,ET Solar Industry,ET-P660235B,,Multi-c-Si,0.14444827,SMA America,sb7000us [240v],7,,,5.12215721
28-07-2011,10.234,58845.5,19069.6,RES_SF,CA,92201,imperial irrigation district,,Electricare,0,,180,18,SunPower,SPR-238E-WHT-D,,Mono-c-Si,0.19130571,SunPower,spr-7000m [240v],7,,,5.75
28-07-2011,10.5,51210.08,20303.8,RES_SF,CA,92253,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS5P-250M,,Mono-c-Si,0.15253185,SMA America,sb8000us [240v],7.6,,,4.877150476
28-07-2011,8.1,44856.5,15851,RES_SF,CA,92247,imperial irrigation district,,Absolute Electric,0,,180,18,"CSI Solar Co., Ltd.",CS6P-225P,,Multi-c-Si,0.1398805,SMA America,sb7000us [240v],7,,,5.537839506
28-07-2011,4.95,35640,9776.8,RES_SF,CA,92253,imperial irrigation district,,Advanced Solar Electric,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-5000m [240v],5,,,7.2
08-08-2011,8.46,45306.4,16625.4,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,ET Solar Industry,ET-P660235B,,Multi-c-Si,0.14444827,SMA America,sb7000us [240v],7,,,5.35536643
08-08-2011,8.775,46420,16407.6,RES_SF,CA,92240,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS6P-225P,,Multi-c-Si,0.1398805,SMA America,sb8000us [240v],7.6,,,5.29002849
08-08-2011,5.76,24847.73,11858,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS5P-240M,,Mono-c-Si,0.14119956,SMA America,sb6000us [240v],6,,,4.313842014
15-08-2011,6.02,32799.3,11253,RES_SF,CA,92211,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig plus a 6.0 [240v],6,,,5.448388704
16-08-2011,7.92,41031.79,16044.6,RES_SF,CA,92253,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS5A-180M,,Mono-c-Si,0.14088972,SMA America,sb8000us [240v],7.6,,,5.180781566
16-08-2011,7.68,42470.4,15802.6,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS5P-240M,,Mono-c-Si,0.14119956,SMA America,sb7000us [240v],7,,,5.53
25-08-2011,3.22,25695.6,6050,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig plus v 3.8 [240v],3.8,,,7.98
25-08-2011,6.58,52508.4,11906.4,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus a 6.0 [240v],6,,,7.98
25-08-2011,4.95,26977.5,9510.6,RES_SF,CA,92253,imperial irrigation district,,California Green Designs,0,,180,18,Suntech Power,STP225-20/Wd,,Multi-c-Si,0.1363624,Enphase Energy Inc.,d380-72-240-s1x,0.38,,,5.45
01-09-2011,11.025,145000,21199.2,RES_SF,CA,92247,imperial irrigation district,,Kent Salveson,0,,180,18,"CSI Solar Co., Ltd.",CS6P-225P,,Multi-c-Si,0.1398805,SMA America,sb8000us [240v],7.6,,,13.15192744
01-09-2011,5.52,44049.6,9220.2,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig plus a 5.0 [240v],5,,,7.98
